x,y
0.02944907900402205,0.14937709059523385
0.09084829253544191,-0.18092034058057715
0.12327133827175762,0.009510607612532418
0.1752150631489151,0.5640884012916216
0.23321096675626407,0.12422356201226493
0.2552690244167013,0.47376039509702794
0.350599677264404,0.06337576222219926
0.360191443102567,0.2908221304498074
0.3767093915505981,0.08285597857730814
0.45812029414389377,0.3405530857608532
0.47202360848206126,0.7067819832528821
0.5124545307021835,-0.027878174601731587
0.5196860213418866,0.6269347297185833
0.5590099344372392,0.6016677803070677
0.5591879925106298,0.3522530586714617
0.6092484108526737,0.1384339034846363
0.6171579682701913,0.6003586010163997
0.6450871161344072,0.4424202379962001
0.6678916796308156,0.6891349243378183
0.7578854363371428,0.6939428378059296
0.7785548314078703,1.1827849626337323
0.7996328099004333,0.6452935304973431
0.8583386912781168,0.4497083697486693
0.9076373962035365,0.8418341900248988
0.9089548871391075,0.8548608802501497
0.935757943461363,1.212805200322173
1.1255355680879862,1.1530317628449787
1.1533124157209764,1.021173328288945
1.1743750310667345,1.3614395734142033
1.206048356591506,0.5775847770576403
1.2158003922504488,0.7457224420998565
1.2494665655281643,0.6708434981061717
1.3033014325526078,0.8474931210811109
1.4181038725194735,0.5753592948647139
1.4472504422135617,1.1829231936850821
1.4818388241394755,0.9293790808132426
1.483192096930325,0.5549233145583687
1.52408490438593,0.6942354955039205
1.5499135161206978,1.0938361162681178
1.625547445760282,1.2499395022384026
1.6341145748985446,1.5970153368836226
1.7468695569294495,1.858697853527822
1.748607675489323,1.108555999367308
1.7555137590082093,0.6861267527437753
1.7736567953093245,0.3398803974444029
1.7846251022961228,1.0575390404958331
1.8015437515822685,0.7296133984097474
1.8356631021533598,0.8405202070310664
1.8475089210055495,0.7783296970394057
1.8668840149081367,0.9142480761997139
1.8782232451032317,1.2729094264689618
1.88438482457253,0.9983473084861401
1.902819704903735,0.8977942947182795
2.004179100413454,0.5968542462497277
2.2143176026319833,0.2975830161997285
2.218339148063339,0.6516760722282176
2.2281286093651134,0.7754902757507071
2.236828642981654,1.3166583398852234
2.2609444259247553,0.810234092378502
2.274964783811575,1.056972009677415
2.521130372475554,0.4316226595172422
2.5266575964882594,0.2214223475086104
2.5388732800023632,0.27734975006886026
2.575460480322658,0.31880387392897525
2.6476660589075802,1.1126277344247983
2.65725416130955,0.21920703441109884
2.6594034263681285,0.7152666619539643
2.6736118471618866,0.18020696097897754
2.6792559787300414,0.7255125802776731
2.729982015899902,0.5155712495141024
2.7321958129698185,0.3510647161863568
2.785281500310944,0.336590706535884
2.7894721162374556,0.1484527013087774
2.8010604080089965,0.46781048233024647
2.8206615145053404,0.17895525021654607
2.889437402385801,-0.1181900964376893
2.9790486236312685,-0.2215520481664881
3.0323509603414953,0.16080092104321125
3.044558807961412,0.5706090227725564
3.0599954296641023,0.12950419096259697
3.0958241942238534,0.010160984278824607
3.1135339882950475,0.11380282560875593
3.1229161240878716,0.4104759662642896
3.135592836425654,0.07181453157665187
3.1442572211078152,-0.12594273361510822
3.1476975100085536,0.3257817945197279
3.2190574299872075,0.05123960689518056
3.2560815386641386,0.3464878630724816
3.29104645308332,-0.09392771177901445
3.3105246879703283,-0.5354703916566006
3.3290392055808042,-0.5967985450272761
3.3307127842313498,0.30728359312217957
3.4136122930726644,0.24842235510573552
3.43439167964553,-0.342489015010367
3.5724844852887907,-0.5326374773494531
3.7070599553944072,-0.09737714764165639
3.847590658198058,-0.9809073031357463
3.87003892973684,-0.9341291409819794
3.882792097579613,-0.48217513964603814
3.9024894065470237,-0.8079527037139127
